;hole;field;field.ID;samcam;season;year;weights;species;;;comment
359;3;RO_MaisII;18;3;autumn;2013;NA;A.chlorotica;;;Dummy
360;4;RO_MaisII;18;3;autumn;2013;NA;A.chlorotica;;;Dummy
361;1;DO_2004;1;1;autumn;2012;NA;A.longa;;;Dummy
362;2;DO_2004;1;1;autumn;2012;NA;A.longa;;;Dummy
363;3;DO_2004;1;1;autumn;2012;NA;A.longa;;;Dummy
364;4;DO_2004;1;1;autumn;2012;NA;A.longa;;;Dummy
365;1;HE_2004;2;1;autumn;2012;NA;A.longa;;;Dummy
366;2;HE_2004;2;1;autumn;2012;NA;A.longa;;;Dummy
367;3;HE_2004;2;1;autumn;2012;NA;A.longa;;;Dummy
368;4;HE_2004;2;1;autumn;2012;NA;A.longa;;;Dummy
369;1;DO_2005;3;1;autumn;2012;NA;A.longa;;;Dummy
370;2;DO_2005;3;1;autumn;2012;NA;A.longa;;;Dummy
371;3;DO_2005;3;1;autumn;2012;NA;A.longa;;;Dummy
372;4;DO_2005;3;1;autumn;2012;NA;A.longa;;;Dummy
373;1;DO_2007;4;1;autumn;2012;NA;A.longa;;;Dummy
374;2;DO_2007;4;1;autumn;2012;NA;A.longa;;;Dummy
375;3;DO_2007;4;1;autumn;2012;NA;A.longa;;;Dummy
376;4;DO_2007;4;1;autumn;2012;NA;A.longa;;;Dummy
377;1;EF_2007;5;1;autumn;2012;NA;A.longa;;;Dummy
378;2;EF_2007;5;1;autumn;2012;NA;A.longa;;;Dummy
379;3;EF_2007;5;1;autumn;2012;NA;A.longa;;;Dummy
380;4;EF_2007;5;1;autumn;2012;NA;A.longa;;;Dummy
381;1;PA_2007;6;1;autumn;2012;NA;A.longa;;;Dummy
382;2;PA_2007;6;1;autumn;2012;NA;A.longa;;;Dummy
383;3;PA_2007;6;1;autumn;2012;NA;A.longa;;;Dummy
384;4;PA_2007;6;1;autumn;2012;NA;A.longa;;;Dummy
385;1;DO_2009;7;1;autumn;2012;NA;A.longa;;;Dummy
386;2;DO_2009;7;1;autumn;2012;NA;A.longa;;;Dummy
387;3;DO_2009;7;1;autumn;2012;NA;A.longa;;;Dummy
388;4;DO_2009;7;1;autumn;2012;NA;A.longa;;;Dummy
389;1;EF_2009;8;1;autumn;2012;NA;A.longa;;;Dummy
390;2;EF_2009;8;1;autumn;2012;NA;A.longa;;;Dummy
391;3;EF_2009;8;1;autumn;2012;NA;A.longa;;;Dummy
392;4;EF_2009;8;1;autumn;2012;NA;A.longa;;;Dummy
393;1;PO_2009;9;1;autumn;2012;NA;A.longa;;;Dummy
394;2;PO_2009;9;1;autumn;2012;NA;A.longa;;;Dummy
395;3;PO_2009;9;1;autumn;2012;NA;A.longa;;;Dummy
396;4;PO_2009;9;1;autumn;2012;NA;A.longa;;;Dummy
397;1;EF_2011;10;1;autumn;2012;NA;A.longa;;;Dummy
398;2;EF_2011;10;1;autumn;2012;NA;A.longa;;;Dummy
399;3;EF_2011;10;1;autumn;2012;NA;A.longa;;;Dummy
400;4;EF_2011;10;1;autumn;2012;NA;A.longa;;;Dummy
401;1;ND_2011;11;1;autumn;2012;NA;A.longa;;;Dummy
402;2;ND_2011;11;1;autumn;2012;NA;A.longa;;;Dummy
403;3;ND_2011;11;1;autumn;2012;NA;A.longa;;;Dummy
404;4;ND_2011;11;1;autumn;2012;NA;A.longa;;;Dummy
405;1;RO_2011;12;1;autumn;2012;NA;A.longa;;;Dummy
406;2;RO_2011;12;1;autumn;2012;NA;A.longa;;;Dummy
407;3;RO_2011;12;1;autumn;2012;NA;A.longa;;;Dummy
408;4;RO_2011;12;1;autumn;2012;NA;A.longa;;;Dummy
409;1;DO_Mais;13;1;autumn;2012;NA;A.longa;;;Dummy
410;2;DO_Mais;13;1;autumn;2012;NA;A.longa;;;Dummy
411;3;DO_Mais;13;1;autumn;2012;NA;A.longa;;;Dummy
412;4;DO_Mais;13;1;autumn;2012;NA;A.longa;;;Dummy
413;1;ND_Mais;14;1;autumn;2012;NA;A.longa;;;Dummy
414;2;ND_Mais;14;1;autumn;2012;NA;A.longa;;;Dummy
415;3;ND_Mais;14;1;autumn;2012;NA;A.longa;;;Dummy
416;4;ND_Mais;14;1;autumn;2012;NA;A.longa;;;Dummy
417;1;RO_Mais;15;1;autumn;2012;NA;A.longa;;;Dummy
418;2;RO_Mais;15;1;autumn;2012;NA;A.longa;;;Dummy
419;3;RO_Mais;15;1;autumn;2012;NA;A.longa;;;Dummy
420;4;RO_Mais;15;1;autumn;2012;NA;A.longa;;;Dummy
421;1;DO_2004;1;2;spring;2013;NA;A.longa;;;Dummy
422;2;DO_2004;1;2;spring;2013;NA;A.longa;;;Dummy
423;3;DO_2004;1;2;spring;2013;NA;A.longa;;;Dummy
424;4;DO_2004;1;2;spring;2013;NA;A.longa;;;Dummy
425;1;HE_2004;2;2;spring;2013;NA;A.longa;;;Dummy
426;2;HE_2004;2;2;spring;2013;NA;A.longa;;;Dummy
427;3;HE_2004;2;2;spring;2013;NA;A.longa;;;Dummy
428;4;HE_2004;2;2;spring;2013;NA;A.longa;;;Dummy
429;1;DO_2005;3;2;spring;2013;NA;A.longa;;;Dummy
430;2;DO_2005;3;2;spring;2013;NA;A.longa;;;Dummy
431;3;DO_2005;3;2;spring;2013;NA;A.longa;;;Dummy
432;4;DO_2005;3;2;spring;2013;NA;A.longa;;;Dummy
433;1;DO_2007;4;2;spring;2013;NA;A.longa;;;Dummy
434;2;DO_2007;4;2;spring;2013;NA;A.longa;;;Dummy
435;3;DO_2007;4;2;spring;2013;NA;A.longa;;;Dummy
436;4;DO_2007;4;2;spring;2013;NA;A.longa;;;Dummy
437;1;EF_2007;5;2;spring;2013;NA;A.longa;;;Dummy
438;2;EF_2007;5;2;spring;2013;NA;A.longa;;;Dummy
439;3;EF_2007;5;2;spring;2013;NA;A.longa;;;Dummy
440;4;EF_2007;5;2;spring;2013;NA;A.longa;;;Dummy
441;1;PA_2007;6;2;spring;2013;NA;A.longa;;;Dummy
442;2;PA_2007;6;2;spring;2013;NA;A.longa;;;Dummy
443;3;PA_2007;6;2;spring;2013;NA;A.longa;;;Dummy
444;4;PA_2007;6;2;spring;2013;NA;A.longa;;;Dummy
445;1;DO_2009;7;2;spring;2013;NA;A.longa;;;Dummy
446;2;DO_2009;7;2;spring;2013;NA;A.longa;;;Dummy
447;3;DO_2009;7;2;spring;2013;NA;A.longa;;;Dummy
448;4;DO_2009;7;2;spring;2013;NA;A.longa;;;Dummy
449;1;EF_2009;8;2;spring;2013;NA;A.longa;;;Dummy
450;2;EF_2009;8;2;spring;2013;NA;A.longa;;;Dummy
451;3;EF_2009;8;2;spring;2013;NA;A.longa;;;Dummy
452;4;EF_2009;8;2;spring;2013;NA;A.longa;;;Dummy
453;1;PO_2009;9;2;spring;2013;NA;A.longa;;;Dummy
454;2;PO_2009;9;2;spring;2013;NA;A.longa;;;Dummy
455;3;PO_2009;9;2;spring;2013;NA;A.longa;;;Dummy
456;4;PO_2009;9;2;spring;2013;NA;A.longa;;;Dummy
457;1;EF_2011;10;2;spring;2013;NA;A.longa;;;Dummy
458;2;EF_2011;10;2;spring;2013;NA;A.longa;;;Dummy
459;3;EF_2011;10;2;spring;2013;NA;A.longa;;;Dummy
460;4;EF_2011;10;2;spring;2013;NA;A.longa;;;Dummy
461;1;ND_2011;11;2;spring;2013;NA;A.longa;;;Dummy
462;2;ND_2011;11;2;spring;2013;NA;A.longa;;;Dummy
463;3;ND_2011;11;2;spring;2013;NA;A.longa;;;Dummy
464;4;ND_2011;11;2;spring;2013;NA;A.longa;;;Dummy
465;1;RO_2011;12;2;spring;2013;NA;A.longa;;;Dummy
466;2;RO_2011;12;2;spring;2013;NA;A.longa;;;Dummy
467;3;RO_2011;12;2;spring;2013;NA;A.longa;;;Dummy
468;4;RO_2011;12;2;spring;2013;NA;A.longa;;;Dummy
469;1;DO_MaisII;16;2;spring;2013;NA;A.longa;;;Dummy
470;2;DO_MaisII;16;2;spring;2013;NA;A.longa;;;Dummy
471;3;DO_MaisII;16;2;spring;2013;NA;A.longa;;;Dummy
472;4;DO_MaisII;16;2;spring;2013;NA;A.longa;;;Dummy
473;1;PA_Mais;17;2;spring;2013;NA;A.longa;;;Dummy
474;2;PA_Mais;17;2;spring;2013;NA;A.longa;;;Dummy
475;3;PA_Mais;17;2;spring;2013;NA;A.longa;;;Dummy
476;4;PA_Mais;17;2;spring;2013;NA;A.longa;;;Dummy
477;1;RO_MaisII;18;2;spring;2013;NA;A.longa;;;Dummy
478;2;RO_MaisII;18;2;spring;2013;NA;A.longa;;;Dummy
479;3;RO_MaisII;18;2;spring;2013;NA;A.longa;;;Dummy
480;4;RO_MaisII;18;2;spring;2013;NA;A.longa;;;Dummy
481;1;DO_2004;1;3;autumn;2013;NA;A.longa;;;Dummy
482;2;DO_2004;1;3;autumn;2013;NA;A.longa;;;Dummy
483;3;DO_2004;1;3;autumn;2013;NA;A.longa;;;Dummy
484;4;DO_2004;1;3;autumn;2013;NA;A.longa;;;Dummy
485;1;HE_2004;2;3;autumn;2013;NA;A.longa;;;Dummy
486;2;HE_2004;2;3;autumn;2013;NA;A.longa;;;Dummy
487;3;HE_2004;2;3;autumn;2013;NA;A.longa;;;Dummy
488;4;HE_2004;2;3;autumn;2013;NA;A.longa;;;Dummy
489;1;DO_2005;3;3;autumn;2013;NA;A.longa;;;Dummy
490;2;DO_2005;3;3;autumn;2013;NA;A.longa;;;Dummy
491;3;DO_2005;3;3;autumn;2013;NA;A.longa;;;Dummy
492;4;DO_2005;3;3;autumn;2013;NA;A.longa;;;Dummy
493;1;DO_2007;4;3;autumn;2013;NA;A.longa;;;Dummy
494;2;DO_2007;4;3;autumn;2013;NA;A.longa;;;Dummy
495;3;DO_2007;4;3;autumn;2013;NA;A.longa;;;Dummy
496;4;DO_2007;4;3;autumn;2013;NA;A.longa;;;Dummy
497;1;EF_2007;5;3;autumn;2013;NA;A.longa;;;Dummy
498;2;EF_2007;5;3;autumn;2013;NA;A.longa;;;Dummy
499;3;EF_2007;5;3;autumn;2013;NA;A.longa;;;Dummy
500;4;EF_2007;5;3;autumn;2013;NA;A.longa;;;Dummy
501;1;PA_2007;6;3;autumn;2013;NA;A.longa;;;Dummy
502;2;PA_2007;6;3;autumn;2013;NA;A.longa;;;Dummy
503;3;PA_2007;6;3;autumn;2013;NA;A.longa;;;Dummy
504;4;PA_2007;6;3;autumn;2013;NA;A.longa;;;Dummy
505;1;DO_2009;7;3;autumn;2013;NA;A.longa;;;Dummy
506;2;DO_2009;7;3;autumn;2013;NA;A.longa;;;Dummy
507;3;DO_2009;7;3;autumn;2013;NA;A.longa;;;Dummy
508;4;DO_2009;7;3;autumn;2013;NA;A.longa;;;Dummy
509;1;EF_2009;8;3;autumn;2013;NA;A.longa;;;Dummy
510;2;EF_2009;8;3;autumn;2013;NA;A.longa;;;Dummy
511;3;EF_2009;8;3;autumn;2013;NA;A.longa;;;Dummy
512;4;EF_2009;8;3;autumn;2013;NA;A.longa;;;Dummy
513;1;PO_2009;9;3;autumn;2013;NA;A.longa;;;Dummy
514;2;PO_2009;9;3;autumn;2013;NA;A.longa;;;Dummy
515;3;PO_2009;9;3;autumn;2013;NA;A.longa;;;Dummy
516;4;PO_2009;9;3;autumn;2013;NA;A.longa;;;Dummy
517;1;EF_2011;10;3;autumn;2013;NA;A.longa;;;Dummy
518;2;EF_2011;10;3;autumn;2013;NA;A.longa;;;Dummy
519;3;EF_2011;10;3;autumn;2013;NA;A.longa;;;Dummy
520;4;EF_2011;10;3;autumn;2013;NA;A.longa;;;Dummy
521;1;ND_2011;11;3;autumn;2013;NA;A.longa;;;Dummy
522;2;ND_2011;11;3;autumn;2013;NA;A.longa;;;Dummy
523;3;ND_2011;11;3;autumn;2013;NA;A.longa;;;Dummy
524;4;ND_2011;11;3;autumn;2013;NA;A.longa;;;Dummy
525;1;RO_2011;12;3;autumn;2013;NA;A.longa;;;Dummy
526;2;RO_2011;12;3;autumn;2013;NA;A.longa;;;Dummy
527;3;RO_2011;12;3;autumn;2013;NA;A.longa;;;Dummy
528;4;RO_2011;12;3;autumn;2013;NA;A.longa;;;Dummy
529;1;DO_MaisII;16;3;autumn;2013;NA;A.longa;;;Dummy
530;2;DO_MaisII;16;3;autumn;2013;NA;A.longa;;;Dummy
531;3;DO_MaisII;16;3;autumn;2013;NA;A.longa;;;Dummy
532;4;DO_MaisII;16;3;autumn;2013;NA;A.longa;;;Dummy
533;1;PA_Mais;17;3;autumn;2013;NA;A.longa;;;Dummy
534;2;PA_Mais;17;3;autumn;2013;NA;A.longa;;;Dummy
535;3;PA_Mais;17;3;autumn;2013;NA;A.longa;;;Dummy
536;4;PA_Mais;17;3;autumn;2013;NA;A.longa;;;Dummy
537;1;RO_MaisII;18;3;autumn;2013;NA;A.longa;;;Dummy
538;2;RO_MaisII;18;3;autumn;2013;NA;A.longa;;;Dummy
539;3;RO_MaisII;18;3;autumn;2013;NA;A.longa;;;Dummy
540;4;RO_MaisII;18;3;autumn;2013;NA;A.longa;;;Dummy
541;1;DO_2004;1;1;autumn;2012;NA;A.rosea;;;Dummy
542;2;DO_2004;1;1;autumn;2012;NA;A.rosea;;;Dummy
543;3;DO_2004;1;1;autumn;2012;NA;A.rosea;;;Dummy
544;4;DO_2004;1;1;autumn;2012;NA;A.rosea;;;Dummy
545;1;HE_2004;2;1;autumn;2012;NA;A.rosea;;;Dummy
546;2;HE_2004;2;1;autumn;2012;NA;A.rosea;;;Dummy
547;3;HE_2004;2;1;autumn;2012;NA;A.rosea;;;Dummy
548;4;HE_2004;2;1;autumn;2012;NA;A.rosea;;;Dummy
549;1;DO_2005;3;1;autumn;2012;NA;A.rosea;;;Dummy
550;2;DO_2005;3;1;autumn;2012;NA;A.rosea;;;Dummy
551;3;DO_2005;3;1;autumn;2012;NA;A.rosea;;;Dummy
552;4;DO_2005;3;1;autumn;2012;NA;A.rosea;;;Dummy
553;1;DO_2007;4;1;autumn;2012;NA;A.rosea;;;Dummy
554;2;DO_2007;4;1;autumn;2012;NA;A.rosea;;;Dummy
555;3;DO_2007;4;1;autumn;2012;NA;A.rosea;;;Dummy
556;4;DO_2007;4;1;autumn;2012;NA;A.rosea;;;Dummy
557;1;EF_2007;5;1;autumn;2012;NA;A.rosea;;;Dummy
558;2;EF_2007;5;1;autumn;2012;NA;A.rosea;;;Dummy
559;3;EF_2007;5;1;autumn;2012;NA;A.rosea;;;Dummy
560;4;EF_2007;5;1;autumn;2012;NA;A.rosea;;;Dummy
561;1;PA_2007;6;1;autumn;2012;NA;A.rosea;;;Dummy
562;2;PA_2007;6;1;autumn;2012;NA;A.rosea;;;Dummy
563;3;PA_2007;6;1;autumn;2012;NA;A.rosea;;;Dummy
564;4;PA_2007;6;1;autumn;2012;NA;A.rosea;;;Dummy
565;1;DO_2009;7;1;autumn;2012;NA;A.rosea;;;Dummy
566;2;DO_2009;7;1;autumn;2012;NA;A.rosea;;;Dummy
567;3;DO_2009;7;1;autumn;2012;NA;A.rosea;;;Dummy
568;4;DO_2009;7;1;autumn;2012;NA;A.rosea;;;Dummy
569;1;EF_2009;8;1;autumn;2012;NA;A.rosea;;;Dummy
570;2;EF_2009;8;1;autumn;2012;NA;A.rosea;;;Dummy
571;3;EF_2009;8;1;autumn;2012;NA;A.rosea;;;Dummy
572;4;EF_2009;8;1;autumn;2012;NA;A.rosea;;;Dummy
573;1;PO_2009;9;1;autumn;2012;NA;A.rosea;;;Dummy
574;2;PO_2009;9;1;autumn;2012;NA;A.rosea;;;Dummy
575;3;PO_2009;9;1;autumn;2012;NA;A.rosea;;;Dummy
576;4;PO_2009;9;1;autumn;2012;NA;A.rosea;;;Dummy
577;1;EF_2011;10;1;autumn;2012;NA;A.rosea;;;Dummy
578;2;EF_2011;10;1;autumn;2012;NA;A.rosea;;;Dummy
579;3;EF_2011;10;1;autumn;2012;NA;A.rosea;;;Dummy
580;4;EF_2011;10;1;autumn;2012;NA;A.rosea;;;Dummy
581;1;ND_2011;11;1;autumn;2012;NA;A.rosea;;;Dummy
582;2;ND_2011;11;1;autumn;2012;NA;A.rosea;;;Dummy
583;3;ND_2011;11;1;autumn;2012;NA;A.rosea;;;Dummy
584;4;ND_2011;11;1;autumn;2012;NA;A.rosea;;;Dummy
585;1;RO_2011;12;1;autumn;2012;NA;A.rosea;;;Dummy
586;2;RO_2011;12;1;autumn;2012;NA;A.rosea;;;Dummy
587;3;RO_2011;12;1;autumn;2012;NA;A.rosea;;;Dummy
588;4;RO_2011;12;1;autumn;2012;NA;A.rosea;;;Dummy
589;1;DO_Mais;13;1;autumn;2012;NA;A.rosea;;;Dummy
590;2;DO_Mais;13;1;autumn;2012;NA;A.rosea;;;Dummy
591;3;DO_Mais;13;1;autumn;2012;NA;A.rosea;;;Dummy
592;4;DO_Mais;13;1;autumn;2012;NA;A.rosea;;;Dummy
593;1;ND_Mais;14;1;autumn;2012;NA;A.rosea;;;Dummy
594;2;ND_Mais;14;1;autumn;2012;NA;A.rosea;;;Dummy
595;3;ND_Mais;14;1;autumn;2012;NA;A.rosea;;;Dummy
596;4;ND_Mais;14;1;autumn;2012;NA;A.rosea;;;Dummy
597;1;RO_Mais;15;1;autumn;2012;NA;A.rosea;;;Dummy
598;2;RO_Mais;15;1;autumn;2012;NA;A.rosea;;;Dummy
599;3;RO_Mais;15;1;autumn;2012;NA;A.rosea;;;Dummy
600;4;RO_Mais;15;1;autumn;2012;NA;A.rosea;;;Dummy
601;1;DO_2004;1;2;spring;2013;NA;A.rosea;;;Dummy
602;2;DO_2004;1;2;spring;2013;NA;A.rosea;;;Dummy
603;3;DO_2004;1;2;spring;2013;NA;A.rosea;;;Dummy
604;4;DO_2004;1;2;spring;2013;NA;A.rosea;;;Dummy
605;1;HE_2004;2;2;spring;2013;NA;A.rosea;;;Dummy
606;2;HE_2004;2;2;spring;2013;NA;A.rosea;;;Dummy
607;3;HE_2004;2;2;spring;2013;NA;A.rosea;;;Dummy
608;4;HE_2004;2;2;spring;2013;NA;A.rosea;;;Dummy
609;1;DO_2005;3;2;spring;2013;NA;A.rosea;;;Dummy
610;2;DO_2005;3;2;spring;2013;NA;A.rosea;;;Dummy
611;3;DO_2005;3;2;spring;2013;NA;A.rosea;;;Dummy
612;4;DO_2005;3;2;spring;2013;NA;A.rosea;;;Dummy
613;1;DO_2007;4;2;spring;2013;NA;A.rosea;;;Dummy
614;2;DO_2007;4;2;spring;2013;NA;A.rosea;;;Dummy
615;3;DO_2007;4;2;spring;2013;NA;A.rosea;;;Dummy
616;4;DO_2007;4;2;spring;2013;NA;A.rosea;;;Dummy
617;1;EF_2007;5;2;spring;2013;NA;A.rosea;;;Dummy
618;2;EF_2007;5;2;spring;2013;NA;A.rosea;;;Dummy
619;3;EF_2007;5;2;spring;2013;NA;A.rosea;;;Dummy
620;4;EF_2007;5;2;spring;2013;NA;A.rosea;;;Dummy
621;1;PA_2007;6;2;spring;2013;NA;A.rosea;;;Dummy
622;2;PA_2007;6;2;spring;2013;NA;A.rosea;;;Dummy
623;3;PA_2007;6;2;spring;2013;NA;A.rosea;;;Dummy
624;4;PA_2007;6;2;spring;2013;NA;A.rosea;;;Dummy
625;1;DO_2009;7;2;spring;2013;NA;A.rosea;;;Dummy
626;2;DO_2009;7;2;spring;2013;NA;A.rosea;;;Dummy
627;3;DO_2009;7;2;spring;2013;NA;A.rosea;;;Dummy
628;4;DO_2009;7;2;spring;2013;NA;A.rosea;;;Dummy
629;1;EF_2009;8;2;spring;2013;NA;A.rosea;;;Dummy
630;2;EF_2009;8;2;spring;2013;NA;A.rosea;;;Dummy
631;3;EF_2009;8;2;spring;2013;NA;A.rosea;;;Dummy
632;4;EF_2009;8;2;spring;2013;NA;A.rosea;;;Dummy
633;1;PO_2009;9;2;spring;2013;NA;A.rosea;;;Dummy
634;2;PO_2009;9;2;spring;2013;NA;A.rosea;;;Dummy
635;3;PO_2009;9;2;spring;2013;NA;A.rosea;;;Dummy
636;4;PO_2009;9;2;spring;2013;NA;A.rosea;;;Dummy
637;1;EF_2011;10;2;spring;2013;NA;A.rosea;;;Dummy
638;2;EF_2011;10;2;spring;2013;NA;A.rosea;;;Dummy
639;3;EF_2011;10;2;spring;2013;NA;A.rosea;;;Dummy
640;4;EF_2011;10;2;spring;2013;NA;A.rosea;;;Dummy
641;1;ND_2011;11;2;spring;2013;NA;A.rosea;;;Dummy
642;2;ND_2011;11;2;spring;2013;NA;A.rosea;;;Dummy
643;3;ND_2011;11;2;spring;2013;NA;A.rosea;;;Dummy
644;4;ND_2011;11;2;spring;2013;NA;A.rosea;;;Dummy
645;1;RO_2011;12;2;spring;2013;NA;A.rosea;;;Dummy
646;2;RO_2011;12;2;spring;2013;NA;A.rosea;;;Dummy
647;3;RO_2011;12;2;spring;2013;NA;A.rosea;;;Dummy
648;4;RO_2011;12;2;spring;2013;NA;A.rosea;;;Dummy
649;1;DO_MaisII;16;2;spring;2013;NA;A.rosea;;;Dummy
650;2;DO_MaisII;16;2;spring;2013;NA;A.rosea;;;Dummy
651;3;DO_MaisII;16;2;spring;2013;NA;A.rosea;;;Dummy
652;4;DO_MaisII;16;2;spring;2013;NA;A.rosea;;;Dummy
653;1;PA_Mais;17;2;spring;2013;NA;A.rosea;;;Dummy
654;2;PA_Mais;17;2;spring;2013;NA;A.rosea;;;Dummy
655;3;PA_Mais;17;2;spring;2013;NA;A.rosea;;;Dummy
656;4;PA_Mais;17;2;spring;2013;NA;A.rosea;;;Dummy
657;1;RO_MaisII;18;2;spring;2013;NA;A.rosea;;;Dummy
658;2;RO_MaisII;18;2;spring;2013;NA;A.rosea;;;Dummy
659;3;RO_MaisII;18;2;spring;2013;NA;A.rosea;;;Dummy
660;4;RO_MaisII;18;2;spring;2013;NA;A.rosea;;;Dummy
661;1;DO_2004;1;3;autumn;2013;NA;A.rosea;;;Dummy
662;2;DO_2004;1;3;autumn;2013;NA;A.rosea;;;Dummy
663;3;DO_2004;1;3;autumn;2013;NA;A.rosea;;;Dummy
664;4;DO_2004;1;3;autumn;2013;NA;A.rosea;;;Dummy
665;1;HE_2004;2;3;autumn;2013;NA;A.rosea;;;Dummy
666;2;HE_2004;2;3;autumn;2013;NA;A.rosea;;;Dummy
667;3;HE_2004;2;3;autumn;2013;NA;A.rosea;;;Dummy
668;4;HE_2004;2;3;autumn;2013;NA;A.rosea;;;Dummy
669;1;DO_2005;3;3;autumn;2013;NA;A.rosea;;;Dummy
670;2;DO_2005;3;3;autumn;2013;NA;A.rosea;;;Dummy
671;3;DO_2005;3;3;autumn;2013;NA;A.rosea;;;Dummy
672;4;DO_2005;3;3;autumn;2013;NA;A.rosea;;;Dummy
673;1;DO_2007;4;3;autumn;2013;NA;A.rosea;;;Dummy
674;2;DO_2007;4;3;autumn;2013;NA;A.rosea;;;Dummy
675;3;DO_2007;4;3;autumn;2013;NA;A.rosea;;;Dummy
676;4;DO_2007;4;3;autumn;2013;NA;A.rosea;;;Dummy
677;1;EF_2007;5;3;autumn;2013;NA;A.rosea;;;Dummy
678;2;EF_2007;5;3;autumn;2013;NA;A.rosea;;;Dummy
679;3;EF_2007;5;3;autumn;2013;NA;A.rosea;;;Dummy
680;4;EF_2007;5;3;autumn;2013;NA;A.rosea;;;Dummy
681;1;PA_2007;6;3;autumn;2013;NA;A.rosea;;;Dummy
682;2;PA_2007;6;3;autumn;2013;NA;A.rosea;;;Dummy
683;3;PA_2007;6;3;autumn;2013;NA;A.rosea;;;Dummy
684;4;PA_2007;6;3;autumn;2013;NA;A.rosea;;;Dummy
685;1;DO_2009;7;3;autumn;2013;NA;A.rosea;;;Dummy
686;2;DO_2009;7;3;autumn;2013;NA;A.rosea;;;Dummy
687;3;DO_2009;7;3;autumn;2013;NA;A.rosea;;;Dummy
688;4;DO_2009;7;3;autumn;2013;NA;A.rosea;;;Dummy
689;1;EF_2009;8;3;autumn;2013;NA;A.rosea;;;Dummy
690;2;EF_2009;8;3;autumn;2013;NA;A.rosea;;;Dummy
691;3;EF_2009;8;3;autumn;2013;NA;A.rosea;;;Dummy
692;4;EF_2009;8;3;autumn;2013;NA;A.rosea;;;Dummy
693;1;PO_2009;9;3;autumn;2013;NA;A.rosea;;;Dummy
694;2;PO_2009;9;3;autumn;2013;NA;A.rosea;;;Dummy
695;3;PO_2009;9;3;autumn;2013;NA;A.rosea;;;Dummy
696;4;PO_2009;9;3;autumn;2013;NA;A.rosea;;;Dummy
697;1;EF_2011;10;3;autumn;2013;NA;A.rosea;;;Dummy
698;2;EF_2011;10;3;autumn;2013;NA;A.rosea;;;Dummy
699;3;EF_2011;10;3;autumn;2013;NA;A.rosea;;;Dummy
700;4;EF_2011;10;3;autumn;2013;NA;A.rosea;;;Dummy
701;1;ND_2011;11;3;autumn;2013;NA;A.rosea;;;Dummy
702;2;ND_2011;11;3;autumn;2013;NA;A.rosea;;;Dummy
703;3;ND_2011;11;3;autumn;2013;NA;A.rosea;;;Dummy
704;4;ND_2011;11;3;autumn;2013;NA;A.rosea;;;Dummy
705;1;RO_2011;12;3;autumn;2013;NA;A.rosea;;;Dummy
706;2;RO_2011;12;3;autumn;2013;NA;A.rosea;;;Dummy
707;3;RO_2011;12;3;autumn;2013;NA;A.rosea;;;Dummy
708;4;RO_2011;12;3;autumn;2013;NA;A.rosea;;;Dummy
709;1;DO_MaisII;16;3;autumn;2013;NA;A.rosea;;;Dummy
710;2;DO_MaisII;16;3;autumn;2013;NA;A.rosea;;;Dummy
711;3;DO_MaisII;16;3;autumn;2013;NA;A.rosea;;;Dummy
712;4;DO_MaisII;16;3;autumn;2013;NA;A.rosea;;;Dummy
713;1;PA_Mais;17;3;autumn;2013;NA;A.rosea;;;Dummy
714;2;PA_Mais;17;3;autumn;2013;NA;A.rosea;;;Dummy
715;3;PA_Mais;17;3;autumn;2013;NA;A.rosea;;;Dummy
716;4;PA_Mais;17;3;autumn;2013;NA;A.rosea;;;Dummy
717;1;RO_MaisII;18;3;autumn;2013;NA;A.rosea;;;Dummy
718;2;RO_MaisII;18;3;autumn;2013;NA;A.rosea;;;Dummy
719;3;RO_MaisII;18;3;autumn;2013;NA;A.rosea;;;Dummy
720;4;RO_MaisII;18;3;autumn;2013;NA;A.rosea;;;Dummy
721;1;DO_2004;1;1;autumn;2012;NA;Endogeic;;;Dummy
722;2;DO_2004;1;1;autumn;2012;NA;Endogeic;;;Dummy
723;3;DO_2004;1;1;autumn;2012;NA;Endogeic;;;Dummy
724;4;DO_2004;1;1;autumn;2012;NA;Endogeic;;;Dummy
725;1;HE_2004;2;1;autumn;2012;NA;Endogeic;;;Dummy
726;2;HE_2004;2;1;autumn;2012;NA;Endogeic;;;Dummy
727;3;HE_2004;2;1;autumn;2012;NA;Endogeic;;;Dummy
728;4;HE_2004;2;1;autumn;2012;NA;Endogeic;;;Dummy
729;1;DO_2005;3;1;autumn;2012;NA;Endogeic;;;Dummy
730;2;DO_2005;3;1;autumn;2012;NA;Endogeic;;;Dummy
731;3;DO_2005;3;1;autumn;2012;NA;Endogeic;;;Dummy
732;4;DO_2005;3;1;autumn;2012;NA;Endogeic;;;Dummy
733;1;DO_2007;4;1;autumn;2012;NA;Endogeic;;;Dummy
734;2;DO_2007;4;1;autumn;2012;NA;Endogeic;;;Dummy
735;3;DO_2007;4;1;autumn;2012;NA;Endogeic;;;Dummy
736;4;DO_2007;4;1;autumn;2012;NA;Endogeic;;;Dummy
737;1;EF_2007;5;1;autumn;2012;NA;Endogeic;;;Dummy
738;2;EF_2007;5;1;autumn;2012;NA;Endogeic;;;Dummy
739;3;EF_2007;5;1;autumn;2012;NA;Endogeic;;;Dummy
740;4;EF_2007;5;1;autumn;2012;NA;Endogeic;;;Dummy
